# power spectrum of phi
# redshift z=10.000000
# k              Pk             sigma(k)       sigma(Pk)      count
  2.204018e-01   1.249203e-12   3.746387e-09   1.167891e-13   144
  2.221441e-01   9.226198e-13   0.000000e+00   2.903205e-13   12
  2.230102e-01   1.024479e-12   0.000000e+00   8.591926e-14   144
  2.238729e-01   1.295814e-12   4.866699e-09   2.615949e-13   48
  2.247323e-01   1.000406e-12   3.178914e-09   1.322795e-13   120
  2.255884e-01   7.346036e-13   0.000000e+00   9.792675e-14   48
  2.264413e-01   5.173636e-13   0.000000e+00   7.354452e-14   48
  2.272910e-01   6.555641e-13   0.000000e+00   4.790059e-14   168
  2.289809e-01   4.676559e-13   0.000000e+00   8.129275e-14   48
  2.298212e-01   6.690393e-13   2.809790e-09   1.016850e-13   96
  2.306585e-01   6.121734e-13   2.809790e-09   9.445355e-14   96
  2.314927e-01   6.687037e-13   0.000000e+00   1.736086e-13   72
  2.323239e-01   5.683715e-13   2.809790e-09   7.554696e-14   48
  2.331522e-01   6.998907e-13   0.000000e+00   8.745828e-14   96
  2.339775e-01   3.096769e-13   0.000000e+00   5.557727e-14   48
  2.356194e-01   4.605432e-13   3.178914e-09   6.006122e-14   30
  2.364362e-01   1.283079e-12   2.809790e-09   2.928992e-13   96
  2.372501e-01   6.753701e-13   0.000000e+00   7.378090e-14   192
  2.380612e-01   8.798441e-13   3.973643e-09   9.925732e-14   48
  2.380612e-01   3.156280e-13   0.000000e+00   3.137824e-14   8
  2.388695e-01   2.703827e-12   2.809790e-09   6.422788e-13   24
  2.396752e-01   6.109896e-13   0.000000e+00   5.715664e-14   168
  2.404781e-01   6.506199e-13   0.000000e+00   5.460811e-14   120
  2.420760e-01   9.356707e-13   5.923557e-09   1.403756e-13   72
  2.428710e-01   7.342652e-13   3.746387e-09   9.397812e-14   144
  2.436634e-01   8.679633e-13   0.000000e+00   1.340269e-13   96
  2.444532e-01   3.582165e-13   0.000000e+00   3.601702e-14   96
  2.460253e-01   1.188077e-12   4.588368e-09   1.338279e-13   72
  2.468075e-01   5.224141e-13   3.973643e-09   5.876352e-14   96
  2.483647e-01   9.650502e-13   0.000000e+00   1.839712e-13   24
  2.491396e-01   5.399749e-13   0.000000e+00   4.736547e-14   192
  2.499122e-01   4.344004e-13   3.532127e-09   5.061906e-14   108
  2.506823e-01   2.748204e-13   0.000000e+00   3.912579e-14   24
  2.514501e-01   6.633364e-13   0.000000e+00   1.049773e-13   96
  2.522156e-01   2.516676e-13   0.000000e+00   2.396437e-14   96
  2.529787e-01   3.060951e-13   3.178914e-09   2.997614e-14   120
  2.544981e-01   2.806219e-13   0.000000e+00   3.251296e-14   48
  2.552544e-01   7.866996e-13   5.989783e-09   1.011084e-13   78
  2.560085e-01   6.468402e-13   0.000000e+00   7.067884e-14   144
  2.567603e-01   5.090828e-13   0.000000e+00   8.309980e-14   120
  2.575100e-01   2.756919e-13   4.866699e-09   4.344642e-14   24
  2.582575e-01   6.738156e-13   0.000000e+00   1.033715e-13   168
  2.590028e-01   9.153987e-13   0.000000e+00   1.465374e-13   144
  2.604871e-01   4.490421e-13   4.866699e-09   6.536107e-14   24
  2.612261e-01   9.583005e-13   0.000000e+00   1.823036e-13   48
  2.619630e-01   6.792618e-13   2.809790e-09   7.893699e-14   96
  2.626978e-01   1.002438e-12   0.000000e+00   1.239325e-13   120
  2.634306e-01   2.327932e-13   0.000000e+00   2.124577e-14   72
  2.641613e-01   2.716344e-13   4.495664e-09   2.121737e-14   120
  2.648900e-01   4.990544e-13   0.000000e+00   6.444640e-14   144
  2.663415e-01   3.539571e-13   0.000000e+00   6.474137e-14   48
  2.670642e-01   3.287456e-13   5.619580e-09   2.572146e-14   192
  2.677851e-01   4.838422e-13   0.000000e+00   5.542911e-14   144
  2.685040e-01   6.303459e-13   0.000000e+00   1.146487e-13   48
  2.699360e-01   4.098581e-13   0.000000e+00   3.139738e-14   192
  2.706492e-01   2.056205e-13   0.000000e+00   2.572801e-14   48
  2.720699e-01   9.035213e-14   2.980232e-09   3.568697e-14   8
  2.727775e-01   2.333724e-13   3.973643e-09   3.398422e-14   48
  2.734833e-01   3.085867e-13   8.991328e-09   2.299095e-14   240
  2.741872e-01   5.422713e-13   0.000000e+00   6.197985e-14   96
  2.748894e-01   5.571173e-13   3.532127e-09   1.222855e-13   54
  2.755897e-01   5.289159e-13   0.000000e+00   6.294778e-14   120
  2.762883e-01   6.153073e-13   3.178914e-09   9.791049e-14   120
  2.776802e-01   5.338785e-13   0.000000e+00   1.262019e-13   84
  2.783735e-01   6.034211e-13   0.000000e+00   7.152925e-14   144
  2.790651e-01   2.454499e-13   3.746387e-09   2.864154e-14   72
  2.797550e-01   3.985603e-13   0.000000e+00   4.929635e-14   96
  2.804432e-01   7.780427e-13   0.000000e+00   1.653094e-13   48
  2.811298e-01   6.103988e-13   0.000000e+00   1.042103e-13   96
  2.818146e-01   4.822277e-13   4.495664e-09   6.503281e-14   240
  2.831793e-01   1.484823e-13   3.973643e-09   3.351086e-14   24
  2.838592e-01   4.427759e-13   0.000000e+00   4.578718e-14   240
  2.845375e-01   2.377767e-13   5.619580e-09   2.153875e-14   96
  2.852142e-01   1.532589e-13   0.000000e+00   2.185988e-14   72
  2.858892e-01   4.497584e-13   3.746387e-09   8.550913e-14   72
  2.865627e-01   4.385049e-13   0.000000e+00   7.293691e-14   96
  2.872346e-01   5.169742e-13   0.000000e+00   6.015113e-14   72
  2.885737e-01   3.546239e-13   0.000000e+00   4.137119e-14   96
  2.892409e-01   1.223240e-13   3.973643e-09   1.414255e-14   96
  2.899066e-01   1.495112e-13   7.786718e-09   2.045416e-14   120
  2.905708e-01   2.722232e-13   3.973643e-09   2.626812e-14   96
  2.918946e-01   4.029403e-13   0.000000e+00   3.887095e-14   192
  2.925542e-01   3.530841e-13   3.746387e-09   3.068547e-14   144
  2.938691e-01   1.341282e-13   0.000000e+00   1.880124e-14   48
  2.945243e-01   2.115598e-15   6.229375e-09   1.836686e-16   150
  2.951781e-01   1.980422e-15   5.619580e-09   2.190497e-16   96
  2.958304e-01   1.507310e-15   7.108269e-09   1.804021e-16   120
  2.964813e-01   1.982019e-15   0.000000e+00   2.806422e-16   48
  2.971308e-01   2.009668e-15   5.506041e-09   2.278985e-16   120
  2.977788e-01   1.877939e-15   0.000000e+00   1.382642e-16   240
  2.990707e-01   2.066349e-15   3.973643e-09   2.949694e-16   24
  2.997146e-01   2.162227e-15   0.000000e+00   2.042106e-16   144
  3.003570e-01   1.794497e-15   7.064254e-09   1.090104e-16   216
  3.009981e-01   1.194648e-15   0.000000e+00   1.419792e-16   48
  3.016379e-01   1.684559e-15   0.000000e+00   2.075546e-16   72
  3.022763e-01   2.547925e-15   0.000000e+00   2.889103e-16   144
  3.029133e-01   2.092812e-15   0.000000e+00   1.728957e-16   96
  3.048165e-01   1.800948e-15   0.000000e+00   1.386513e-16   144
  3.054482e-01   2.295884e-15   0.000000e+00   1.936692e-16   132
  3.060786e-01   1.799285e-15   0.000000e+00   1.749641e-16   104
  3.067078e-01   1.947009e-15   3.746387e-09   1.909513e-16   72
  3.073356e-01   2.227286e-15   6.422377e-09   1.579924e-16   168
  3.079622e-01   2.149433e-15   0.000000e+00   1.797789e-16   144
  3.092116e-01   2.056984e-15   0.000000e+00   2.049564e-16   96
  3.098343e-01   1.517939e-15   0.000000e+00   1.063012e-16   144
  3.104559e-01   1.826317e-15   0.000000e+00   1.525972e-16   144
  3.110762e-01   1.758601e-15   9.082613e-09   1.382317e-16   168
  3.123131e-01   2.449168e-15   0.000000e+00   2.496137e-16   48
  3.129297e-01   1.695863e-15   3.973643e-09   1.196438e-16   192
  3.141593e-01   4.876546e-16   0.000000e+00   3.636339e-16   3
  3.147723e-01   1.347956e-15   5.994218e-09   1.204878e-16   180
  3.153841e-01   1.013726e-15   0.000000e+00   1.097295e-16   84
  3.159947e-01   1.567937e-15   5.619580e-09   1.252514e-16   96
  3.166041e-01   2.090865e-15   0.000000e+00   2.509650e-16   84
  3.172124e-01   1.244951e-15   6.882552e-09   9.218584e-17   192
  3.178195e-01   1.806904e-15   0.000000e+00   1.864846e-16   72
  3.190302e-01   1.285758e-15   6.422377e-09   1.082773e-16   84
  3.196339e-01   1.994245e-15   0.000000e+00   2.697986e-16   84
  3.202364e-01   1.355899e-15   0.000000e+00   8.127576e-17   216
  3.208378e-01   1.471723e-15   0.000000e+00   2.083446e-16   48
  3.214381e-01   1.383137e-15   0.000000e+00   1.423703e-16   24
  3.220372e-01   1.401368e-15   0.000000e+00   9.915040e-17   240
  3.226352e-01   1.478346e-15   0.000000e+00   9.755819e-17   192
  3.238280e-01   1.820220e-15   0.000000e+00   2.019995e-16   36
  3.244227e-01   1.603898e-15   0.000000e+00   2.068917e-16   72
  3.250163e-01   1.488858e-15   0.000000e+00   1.495443e-16   132
  3.256089e-01   1.358433e-15   0.000000e+00   1.272802e-16   120
  3.262004e-01   1.012209e-15   0.000000e+00   1.063956e-16   72
  3.267908e-01   1.591690e-15   0.000000e+00   1.850958e-16   72
  3.273801e-01   1.456855e-15   1.015467e-08   9.739335e-17   168
  3.285556e-01   9.069862e-16   0.000000e+00   1.092499e-16   48
  3.291418e-01   1.400511e-15   6.477696e-09   1.055079e-16   204
  3.297269e-01   1.367727e-15   0.000000e+00   1.898393e-16   72
  3.303111e-01   1.297566e-15   0.000000e+00   1.295094e-16   72
  3.314762e-01   1.014033e-15   0.000000e+00   8.500992e-17   168
  3.320572e-01   1.069082e-15   3.746387e-09   7.270693e-17   144
  3.332162e-01   1.524355e-15   0.000000e+00   3.188726e-16   24
  3.337942e-01   8.886724e-16   3.973643e-09   9.414361e-17   96
  3.343712e-01   1.409001e-15   0.000000e+00   1.137716e-16   192
  3.349472e-01   1.036908e-15   0.000000e+00   1.555910e-16   72
  3.355222e-01   1.677760e-15   5.298191e-09   2.519776e-16   36
  3.360963e-01   1.191082e-15   7.865773e-09   1.021614e-16   168
  3.366693e-01   1.076415e-15   0.000000e+00   9.504314e-17   120
  3.378125e-01   1.339988e-15   6.882552e-09   1.475745e-16   96
  3.383827e-01   1.308039e-15   0.000000e+00   1.337995e-16   144
  3.389519e-01   9.921278e-16   0.000000e+00   1.233643e-16   48
  3.395201e-01   1.212775e-15   1.059638e-08   9.769098e-17   144
  3.400874e-01   9.512398e-16   0.000000e+00   1.512500e-16   56
  3.406537e-01   1.379723e-15   5.298191e-09   1.865034e-16   72
  3.412191e-01   8.241546e-16   3.973643e-09   9.202537e-17   96
  3.423471e-01   1.183552e-15   3.973643e-09   1.896004e-16   24
  3.429097e-01   1.112710e-15   0.000000e+00   8.594000e-17   156
  3.434714e-01   1.059970e-15   4.890638e-09   9.979697e-17   156
  3.440322e-01   1.263728e-15   3.973643e-09   1.697246e-16   48
  3.445920e-01   8.746218e-16   0.000000e+00   9.402627e-17   72
  3.451510e-01   1.235878e-15   0.000000e+00   1.566393e-16   72
  3.457090e-01   9.229772e-16   3.973643e-09   8.640190e-17   96
  3.468224e-01   1.064611e-15   0.000000e+00   1.308974e-16   48
  3.473778e-01   7.007928e-16   6.882552e-09   8.375717e-17   96
  3.479323e-01   9.432105e-16   9.990364e-09   7.413283e-17   216
  3.484859e-01   8.417798e-16   0.000000e+00   7.751150e-17   96
  3.495904e-01   1.183715e-15   0.000000e+00   1.110254e-16   96
  3.501414e-01   6.273387e-16   0.000000e+00   5.904623e-17   96
  3.512407e-01   1.965001e-15   0.000000e+00   4.834382e-16   12
  3.517891e-01   1.078571e-15   0.000000e+00   7.641825e-17   168
  3.523367e-01   8.812470e-16   0.000000e+00   8.315584e-17   96
  3.528833e-01   7.741371e-16   3.973643e-09   1.161555e-16   48
  3.534292e-01   9.682292e-16   6.488932e-09   1.083125e-16   72
  3.539742e-01   7.312310e-16   4.495664e-09   7.213942e-17   120
  3.545183e-01   8.574736e-16   7.947286e-09   6.563564e-17   192
  3.556041e-01   1.030547e-15   0.000000e+00   1.898941e-16   12
  3.561458e-01   8.717472e-16   0.000000e+00   6.637410e-17   168
  3.566867e-01   1.474263e-15   3.973643e-09   2.518816e-16   24
  3.572267e-01   6.180645e-16   0.000000e+00   8.540761e-17   72
  3.577659e-01   5.266214e-16   0.000000e+00   5.330492e-17   48
  3.583043e-01   6.450588e-16   5.619580e-09   4.823420e-17   96
  3.588419e-01   9.527772e-16   0.000000e+00   1.385002e-16   48
  3.599147e-01   1.249908e-15   5.619580e-09   2.309076e-16   24
  3.604498e-01   7.428464e-16   0.000000e+00   1.806344e-16   36
  3.609842e-01   9.098190e-16   7.078835e-09   7.972276e-17   132
  3.615178e-01   7.143903e-16   7.492773e-09   8.153203e-17   72
  3.620507e-01   1.560405e-15   0.000000e+00   3.657272e-16   24
  3.625827e-01   8.977925e-16   0.000000e+00   5.346620e-17   192
  3.631140e-01   6.622420e-16   0.000000e+00   5.138525e-17   144
  3.641741e-01   6.548462e-16   0.000000e+00   8.384731e-17   72
  3.647031e-01   7.403002e-16   0.000000e+00   8.922638e-17   72
  3.652313e-01   7.689510e-16   5.619580e-09   1.047876e-16   96
  3.657587e-01   9.823139e-16   0.000000e+00   1.260310e-16   72
  3.668112e-01   5.211550e-16   0.000000e+00   6.108930e-17   96
  3.673364e-01   6.606930e-16   0.000000e+00   6.795334e-17   144
  3.683844e-01   4.415454e-16   5.619580e-09   6.975783e-17   24
  3.689073e-01   6.828841e-16   0.000000e+00   1.034388e-16   96
  3.694295e-01   3.967299e-16   6.422377e-09   4.649767e-17   84
  3.699509e-01   6.996081e-16   0.000000e+00   6.670075e-17   96
  3.704716e-01   1.000963e-15   0.000000e+00   1.358780e-16   84
  3.709915e-01   1.131238e-15   3.973643e-09   1.971160e-16   24
  3.715108e-01   2.793516e-16   0.000000e+00   4.737058e-17   24
  3.725471e-01   5.625779e-16   0.000000e+00   7.553117e-17   72
  3.730641e-01   5.540061e-16   0.000000e+00   6.380796e-17   48
  3.736127e-01   7.251603e-16   1.248164e-04   8.105901e-17   128
  3.740961e-01   2.960798e-16   5.619580e-09   5.917685e-17   24
  3.751253e-01   5.295067e-16   5.298191e-09   4.187654e-17   144
  3.756388e-01   6.206504e-16   0.000000e+00   6.712689e-17   96
  3.771752e-01   6.131505e-16   0.000000e+00   6.141017e-17   144
  3.776859e-01   7.048545e-16   5.619580e-09   6.757148e-17   96
  3.781959e-01   3.648227e-16   7.947286e-09   4.742395e-17   96
  3.787053e-01   7.929201e-16   5.619580e-09   1.860099e-16   24
  3.792140e-01   1.095279e-15   0.000000e+00   1.136730e-16   72
  3.797219e-01   4.932718e-16   8.991328e-09   4.188118e-17   120
  3.807359e-01   5.473728e-16   5.619580e-09   9.004473e-17   48
  3.812418e-01   3.473670e-16   0.000000e+00   3.994635e-17   108
  3.817471e-01   7.339142e-16   0.000000e+00   9.690458e-17   72
  3.832590e-01   4.599592e-16   5.298191e-09   3.934927e-17   144
  3.837616e-01   3.952349e-16   5.619580e-09   5.124208e-17   48
  3.847649e-01   4.964595e-16   5.619580e-09   1.344624e-16   12
  3.855656e-01   4.805072e-16   2.449590e-04   3.692999e-17   120
  3.862650e-01   4.254408e-16   5.619580e-09   1.016383e-16   48
  3.867637e-01   1.574083e-16   5.619580e-09   2.463850e-17   24
  3.872618e-01   2.632392e-16   9.733398e-09   4.303892e-17   96
  3.877593e-01   2.952832e-16   0.000000e+00   2.966835e-17   96
  3.887523e-01   5.754775e-16   7.492773e-09   7.104123e-17   36
  3.892478e-01   4.797220e-16   0.000000e+00   5.994135e-17   48
  3.897427e-01   3.662604e-16   0.000000e+00   3.624309e-17   120
  3.902370e-01   5.219279e-16   0.000000e+00   5.356613e-17   96
  3.907307e-01   3.912881e-16   0.000000e+00   5.427364e-17   48
  3.917161e-01   4.560598e-16   0.000000e+00   5.104989e-17   96
  3.931451e-01   6.059422e-16   1.410282e-04   5.688707e-17   132
  3.936796e-01   3.834878e-16   0.000000e+00   5.383632e-17   48
  3.941690e-01   6.581706e-16   0.000000e+00   7.105310e-17   48
  3.946577e-01   2.837245e-16   0.000000e+00   3.265292e-17   72
  3.951458e-01   4.780986e-16   0.000000e+00   5.367911e-17   72
  3.956334e-01   2.584514e-16   5.619580e-09   4.572519e-17   48
  3.966066e-01   5.953824e-16   0.000000e+00   1.080014e-16   24
  3.970924e-01   5.098361e-16   5.619580e-09   9.912884e-17   48
  3.975775e-01   4.716541e-16   9.733398e-09   4.522331e-17   96
  3.980621e-01   1.515849e-16   0.000000e+00   4.530027e-17   24
  3.990294e-01   2.604292e-16   0.000000e+00   3.320427e-17   72
  3.995122e-01   2.422548e-16   0.000000e+00   2.746899e-17   48
  4.004761e-01   6.256569e-16   5.619580e-09   1.708694e-16   24
  4.009571e-01   3.081381e-16   0.000000e+00   3.689474e-17   72
  4.014376e-01   3.008114e-16   0.000000e+00   3.275720e-17   60
  4.019175e-01   2.577892e-16   5.298191e-09   2.836599e-17   72
  4.023968e-01   3.655567e-16   0.000000e+00   5.004019e-17   24
  4.028756e-01   2.951170e-16   0.000000e+00   6.186098e-17   72
  4.033538e-01   6.325948e-16   9.733398e-09   9.459710e-17   48
  4.047849e-01   4.082074e-16   7.064254e-09   3.413135e-17   108
  4.052609e-01   5.713244e-16   0.000000e+00   1.167800e-16   48
  4.057363e-01   1.902602e-16   5.619580e-09   2.066382e-17   48
  4.062111e-01   2.023452e-16   0.000000e+00   3.718411e-17   24
  4.066854e-01   3.073469e-16   7.492773e-09   5.184305e-17   72
  4.071591e-01   3.790414e-16   0.000000e+00   5.390092e-17   96
  4.085095e-01   1.880627e-16   1.651903e-04   2.608579e-17   56
  4.090485e-01   3.630127e-16   0.000000e+00   6.909415e-17   72
  4.099899e-01   3.678529e-16   0.000000e+00   6.780563e-17   24
  4.104598e-01   3.431865e-16   0.000000e+00   4.975055e-17   72
  4.109291e-01   1.080521e-16   5.619580e-09   1.683012e-17   48
  4.121469e-01   3.105808e-16   2.291567e-04   3.363402e-17   120
  4.132680e-01   1.650862e-16   5.619580e-09   2.051691e-17   48
  4.146649e-01   1.770832e-16   0.000000e+00   1.609215e-17   144
  4.160572e-01   1.953694e-16   5.619580e-09   3.730501e-17   24
  4.165203e-01   2.387548e-16   0.000000e+00   2.411516e-17   84
  4.169828e-01   4.310150e-16   0.000000e+00   9.441025e-17   24
  4.174448e-01   3.841903e-16   5.619580e-09   1.076168e-16   12
  4.179064e-01   6.085911e-16   7.947286e-09   1.312640e-16   24
  4.183674e-01   4.566674e-16   0.000000e+00   6.568035e-17   24
  4.195385e-01   2.775451e-16   2.287955e-04   3.820128e-17   132
  4.202064e-01   1.876558e-16   5.298191e-09   2.272407e-17   72
  4.206649e-01   2.927223e-16   5.619580e-09   5.749992e-17   48
  4.215803e-01   3.167197e-16   0.000000e+00   3.473661e-17   96
  4.229499e-01   2.578900e-16   0.000000e+00   4.020315e-17   24
  4.234054e-01   7.839182e-17   0.000000e+00   1.014085e-17   48
  4.238604e-01   2.749751e-16   0.000000e+00   3.979260e-17   24
  4.243149e-01   7.867022e-17   0.000000e+00   1.396770e-17   24
  4.247690e-01   2.482736e-16   0.000000e+00   4.628005e-17   24
  4.252226e-01   1.330536e-16   0.000000e+00   1.851046e-17   48
  4.256757e-01   1.474599e-16   7.947286e-09   1.947390e-17   48
  4.270320e-01   5.442875e-17   7.947286e-09   8.768360e-18   24
  4.274832e-01   2.579532e-16   0.000000e+00   4.064575e-17   24
  4.279339e-01   1.923853e-16   0.000000e+00   2.444169e-17   72
  4.288339e-01   2.892319e-16   5.619580e-09   4.217160e-17   48
  4.306282e-01   2.938868e-16   0.000000e+00   5.398951e-17   36
  4.310756e-01   1.716624e-16   5.619580e-09   2.884086e-17   48
  4.319690e-01   5.525321e-17   0.000000e+00   1.029019e-17   24
  4.324150e-01   1.952153e-16   7.492773e-09   3.211400e-17   72
  4.328606e-01   8.511129e-17   0.000000e+00   1.118907e-17   72
  4.337503e-01   2.509016e-16   0.000000e+00   5.378564e-17   24
  4.345273e-01   1.495448e-16   1.921429e-04   1.837465e-17   96
  4.355244e-01   8.876404e-17   0.000000e+00   1.532380e-17   24
  4.364087e-01   7.007964e-17   0.000000e+00   1.235578e-17   48
  4.377318e-01   4.451450e-16   0.000000e+00   9.741953e-17   24
  4.381719e-01   1.206914e-16   5.619580e-09   3.255362e-17   12
  4.386117e-01   1.373945e-16   5.619580e-09   3.339462e-17   24
