# power spectrum of phi
# redshift z=50.000000
# k              Pk             sigma(k)       sigma(Pk)      count
  1.963495e-02   1.485095e-10   0.000000e+00   5.411297e-11   6
  2.776802e-02   2.197016e-10   0.000000e+00   4.847844e-11   12
  3.400874e-02   1.126885e-10   3.725290e-10   3.188684e-11   8
  3.926991e-02   9.737190e-11   0.000000e+00   2.803348e-11   6
  4.390509e-02   7.077746e-11   0.000000e+00   9.306853e-12   24
  4.809562e-02   6.335096e-11   7.024475e-10   1.243768e-11   24
  5.553604e-02   1.574269e-11   0.000000e+00   3.929410e-12   12
  5.890486e-02   4.559695e-11   7.947286e-10   5.787972e-12   30
  6.209118e-02   2.832099e-11   0.000000e+00   5.038271e-12   24
  6.512178e-02   3.179012e-11   1.216675e-09   6.658929e-12   24
  6.801748e-02   5.924981e-11   7.450581e-10   2.197901e-11   8
  7.079483e-02   2.160162e-11   9.934107e-10   4.187686e-12   24
  7.346727e-02   2.261940e-11   0.000000e+00   2.665080e-12   48
  7.853982e-02   1.581058e-11   0.000000e+00   1.759157e-12   6
  8.095699e-02   2.534714e-11   1.404895e-09   2.849199e-12   48
  8.330406e-02   2.430575e-11   0.000000e+00   3.589769e-12   36
  8.558678e-02   1.154810e-11   9.934107e-10   2.639548e-12   24
  8.781018e-02   1.616393e-11   0.000000e+00   2.267029e-12   24
  8.997866e-02   1.353487e-11   0.000000e+00   1.678261e-12   48
  9.209610e-02   2.340530e-11   1.404895e-09   4.311540e-12   24
  9.619124e-02   1.327053e-11   1.404895e-09   2.676308e-12   24
  9.817477e-02   1.464310e-11   0.000000e+00   2.392261e-12   30
  1.001190e-01   1.440160e-11   0.000000e+00   1.416736e-12   72
  1.020262e-01   1.477156e-11   1.490116e-09   2.117461e-12   32
  1.057375e-01   9.587127e-12   0.000000e+00   1.585222e-12   72
  1.075451e-01   1.052909e-11   0.000000e+00   1.278787e-12   48
  1.110721e-01   4.261515e-12   0.000000e+00   8.874087e-13   12
