# power spectrum of hij
# redshift z=10.000000
# k              Pk             sigma(k)       sigma(Pk)      count
  1.963495e-02   4.604203e-19   0.000000e+00   1.718733e-19   6
  2.776802e-02   2.940304e-19   0.000000e+00   2.712778e-20   12
  3.400874e-02   1.353769e-19   3.725290e-10   1.505622e-20   8
  3.926991e-02   1.096674e-19   0.000000e+00   1.406951e-20   6
  4.390509e-02   8.853643e-20   0.000000e+00   8.258285e-21   24
  4.809562e-02   3.793559e-20   7.024475e-10   6.317769e-21   24
  5.553604e-02   3.856714e-20   0.000000e+00   4.580223e-21   12
  5.890486e-02   1.756314e-20   7.947286e-10   1.397190e-21   30
  6.209118e-02   1.539933e-20   0.000000e+00   2.018741e-21   24
  6.512178e-02   1.816293e-20   1.216675e-09   2.250161e-21   24
  6.801748e-02   1.043425e-20   7.450581e-10   3.316045e-21   8
  7.079483e-02   1.008188e-20   9.934107e-10   1.245715e-21   24
  7.346727e-02   8.791137e-21   0.000000e+00   8.334965e-22   48
  7.853982e-02   7.488109e-21   0.000000e+00   1.413018e-21   6
  8.095699e-02   5.712402e-21   1.404895e-09   5.390589e-22   48
  8.330406e-02   6.057378e-21   0.000000e+00   6.523377e-22   36
  8.558678e-02   4.274950e-21   9.934107e-10   7.393226e-22   24
  8.781018e-02   4.429566e-21   0.000000e+00   6.098080e-22   24
  8.997866e-02   3.003302e-21   0.000000e+00   3.039321e-22   48
  9.209610e-02   3.776097e-21   1.404895e-09   5.381465e-22   24
  9.619124e-02   2.474414e-21   1.404895e-09   2.930982e-22   24
  9.817477e-02   3.098407e-21   0.000000e+00   4.653093e-22   30
  1.001190e-01   1.796029e-21   0.000000e+00   1.518280e-22   72
  1.020262e-01   1.944632e-21   1.490116e-09   2.044878e-22   32
  1.057375e-01   1.956284e-21   0.000000e+00   1.657959e-22   72
  1.075451e-01   1.566917e-21   0.000000e+00   1.605481e-22   48
  1.110721e-01   1.083584e-21   0.000000e+00   2.534824e-22   12
  1.127942e-01   1.037181e-21   0.000000e+00   8.213848e-23   48
  1.144905e-01   1.166052e-21   0.000000e+00   7.976121e-23   48
  1.161620e-01   9.888826e-22   1.404895e-09   8.907129e-23   48
  1.178097e-01   8.383624e-22   1.589457e-09   1.325503e-22   30
  1.194348e-01   8.972476e-22   1.404895e-09   9.609117e-23   24
  1.210380e-01   7.938352e-22   2.961779e-09   5.597300e-23   72
  1.241824e-01   6.161843e-22   0.000000e+00   5.971820e-23   24
  1.257251e-01   6.133708e-22   0.000000e+00   4.260229e-23   96
  1.272490e-01   7.042025e-22   0.000000e+00   4.883943e-23   48
  1.287550e-01   4.344416e-22   2.433349e-09   4.323600e-23   24
  1.302436e-01   5.985569e-22   2.433349e-09   7.342045e-23   24
  1.317153e-01   5.090903e-22   0.000000e+00   3.387882e-23   72
  1.331707e-01   6.499270e-22   0.000000e+00   4.605574e-23   48
  1.360350e-01   3.349783e-22   1.490116e-09   5.706091e-23   8
  1.374447e-01   4.018667e-22   1.766064e-09   4.465899e-23   54
  1.388401e-01   3.373667e-22   0.000000e+00   2.828049e-23   84
  1.402216e-01   3.083348e-22   0.000000e+00   3.672277e-23   48
  1.415897e-01   4.247907e-22   1.986821e-09   4.471776e-23   24
  1.429446e-01   3.024923e-22   1.873193e-09   3.073111e-23   72
  1.442869e-01   2.908806e-22   0.000000e+00   2.847496e-23   96
