# power spectrum of B
# redshift z=30.000000
# k              Pk             sigma(k)       sigma(Pk)      count
  1.963495e-02   1.974070e-17   0.000000e+00   2.696379e-18   6
  2.776802e-02   1.818766e-17   0.000000e+00   2.336334e-18   12
  3.400874e-02   1.205695e-17   3.725290e-10   4.519759e-18   8
  3.926991e-02   1.461594e-17   0.000000e+00   3.012536e-18   6
  4.390509e-02   2.600039e-17   0.000000e+00   3.197636e-18   24
  4.809562e-02   1.320919e-17   7.024475e-10   1.351052e-18   24
  5.553604e-02   1.012946e-17   0.000000e+00   1.377425e-18   12
  5.890486e-02   1.348320e-17   7.947286e-10   2.147908e-18   30
  6.209118e-02   1.534535e-17   0.000000e+00   1.637313e-18   24
  6.512178e-02   1.928311e-17   1.216675e-09   2.073197e-18   24
  6.801748e-02   1.280305e-17   7.450581e-10   3.017419e-18   8
  7.079483e-02   8.017260e-18   9.934107e-10   9.919634e-19   24
  7.346727e-02   1.281667e-17   0.000000e+00   1.140370e-18   48
  7.853982e-02   9.850009e-18   0.000000e+00   6.271147e-19   6
  8.095699e-02   1.000244e-17   1.404895e-09   1.002418e-18   48
  8.330406e-02   1.439687e-17   0.000000e+00   1.643872e-18   36
  8.558678e-02   6.063549e-18   9.934107e-10   9.588812e-19   24
  8.781018e-02   1.132524e-17   0.000000e+00   1.882434e-18   24
  8.997866e-02   8.006579e-18   0.000000e+00   6.183816e-19   48
  9.209610e-02   5.914564e-18   1.404895e-09   5.268813e-19   24
  9.619124e-02   7.038910e-18   1.404895e-09   1.066976e-18   24
  9.817477e-02   7.207200e-18   0.000000e+00   8.015298e-19   30
  1.001190e-01   7.356933e-18   0.000000e+00   7.016778e-19   72
  1.020262e-01   1.048167e-17   1.490116e-09   1.164817e-18   32
  1.057375e-01   7.574729e-18   0.000000e+00   6.222022e-19   72
  1.075451e-01   9.771301e-18   0.000000e+00   9.074232e-19   48
  1.110721e-01   2.079549e-18   0.000000e+00   3.528653e-19   12
  1.127942e-01   6.669730e-18   0.000000e+00   5.875756e-19   48
  1.144905e-01   5.347902e-18   0.000000e+00   5.668606e-19   48
  1.161620e-01   4.376949e-18   1.404895e-09   4.268699e-19   48
