# power spectrum of chi
# redshift z=30.000000
# k              Pk             sigma(k)       sigma(Pk)      count
  2.804432e-01   4.284805e-23   0.000000e+00   6.343348e-24   48
  2.811298e-01   3.671754e-23   0.000000e+00   3.550350e-24   96
  2.818146e-01   3.327630e-23   4.495664e-09   2.129295e-24   240
  2.831793e-01   3.428624e-23   3.973643e-09   5.896700e-24   24
  2.838592e-01   3.693243e-23   0.000000e+00   2.726474e-24   240
  2.845375e-01   3.384835e-23   5.619580e-09   3.212229e-24   96
  2.852142e-01   3.050925e-23   0.000000e+00   3.384518e-24   72
  2.858892e-01   2.364360e-23   3.746387e-09   2.530885e-24   72
  2.865627e-01   3.249949e-23   0.000000e+00   2.749332e-24   96
  2.872346e-01   3.983276e-23   0.000000e+00   3.897071e-24   72
  2.885737e-01   2.762689e-23   0.000000e+00   3.138107e-24   96
  2.892409e-01   2.300652e-23   3.973643e-09   2.459346e-24   96
  2.899066e-01   2.558489e-23   7.786718e-09   2.572892e-24   120
  2.905708e-01   3.305887e-23   3.973643e-09   3.672278e-24   96
  2.918946e-01   3.021040e-23   0.000000e+00   2.233537e-24   192
  2.925542e-01   2.817334e-23   3.746387e-09   2.295162e-24   144
  2.938691e-01   1.721006e-23   0.000000e+00   2.027972e-24   48
  2.945243e-01   2.484109e-23   6.229375e-09   1.973630e-24   150
  2.951781e-01   2.284869e-23   5.619580e-09   2.202980e-24   96
  2.958304e-01   1.767806e-23   7.108269e-09   1.681543e-24   120
  2.964813e-01   2.344377e-23   0.000000e+00   3.717110e-24   48
  2.971308e-01   2.266885e-23   5.506041e-09   2.533405e-24   120
  2.977788e-01   2.293991e-23   0.000000e+00   1.657311e-24   240
  2.990707e-01   2.590690e-23   3.973643e-09   3.806718e-24   24
  2.997146e-01   2.317006e-23   0.000000e+00   1.966888e-24   144
  3.003570e-01   1.867682e-23   7.064254e-09   1.326028e-24   216
  3.009981e-01   2.210670e-23   0.000000e+00   2.759666e-24   48
  3.016379e-01   1.843211e-23   0.000000e+00   2.522933e-24   72
  3.022763e-01   2.659020e-23   0.000000e+00   3.149608e-24   144
  3.029133e-01   2.501955e-23   0.000000e+00   1.938538e-24   96
  3.048165e-01   2.063000e-23   0.000000e+00   1.644123e-24   144
  3.054482e-01   2.385653e-23   0.000000e+00   1.823225e-24   132
  3.060786e-01   1.829113e-23   0.000000e+00   1.572928e-24   104
  3.067078e-01   1.706526e-23   3.746387e-09   1.684974e-24   72
  3.073356e-01   2.240629e-23   6.422377e-09   1.799952e-24   168
  3.079622e-01   2.089171e-23   0.000000e+00   1.770922e-24   144
  3.092116e-01   1.898222e-23   0.000000e+00   1.825252e-24   96
  3.098343e-01   1.473336e-23   0.000000e+00   1.027426e-24   144
  3.104559e-01   2.009513e-23   0.000000e+00   1.700715e-24   144
